,text,labels
6859,Bells tolled and bagpipes played in New York at the moment eight years ago when the first of two hijacked airliners slammed into the World Trade Center .,B-per O O O O O B-geo I-geo O O O B-tim O O O O O O O O O O O O O O O O
6860,"It occupied Korea , Formosa ( Taiwan ) , and southern Sakhalin Island .",O O B-geo O B-geo O B-geo O O O O B-geo I-geo O
6861,President Bush and British Prime Minister Tony Blair said earlier this week after meeting in Washington that they were close to completing a proposal to cancel all debt for the world 's poorest countries .,B-per I-per O B-gpe B-per I-per I-per I-per O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O
6862,"It said another soldier hit the attacker in the head , seriously injuring him .",O O O O O O O O O O O O O O O
6863,They said four police officers were among the dead and several others were wounded .,O O O O O O O O O O O O O O O
6864,"This new refinery is expected to produce some 3,00,000 barrels of oil a day in the Lekki Free Trade Zone in Lagos state .",O O O O O O O O O O O O O O O O B-geo O O O O B-geo O O
6865,Kremlin officials deny this,B-org O O O
6866,"The U.S. envoy to the International Atomic Energy Agency says he is "" fairly confident "" the IAEA board will report Iran to the United Nations Security Council next month .",O B-geo O O O B-org I-org I-org I-org O O O O O O O O B-org O O O B-geo O O B-org I-org I-org I-org O O O
6867,"Once the seat of Viking raiders and later a major north European power , Denmark has evolved into a modern , prosperous nation that is participating in the general political and economic integration of Europe .",O O O O O O O O O O O O O O B-org O O O O O O O O O O O O O O O O O O O B-geo O
6868,"The raid killed more than 20 rebels with the Revolutionary Armed Forces of Colombia , including a top rebel leader .",O O O O O O O O O O O O O B-geo O O O O O O O
6869,France 's interior minister says at least 10 French citizens are in Iraq ready to become suicide bombers .,B-geo O O O O O O O B-gpe O O O B-geo O O O O O O
6870,Masahiko Komuri arrived in Kabul Sunday after a visit to Pakistan .,B-org I-org O O B-geo B-tim O O O O B-geo O
6871,The European Space Agency says the Huygens space probe has successfully transmitted scientific data from Saturn 's moon Titan .,O B-org I-org I-org O O B-org O O O O O O O O O O O B-tim O
6872,China 's central Health Ministry in Beijing has yet to comment on the case .,B-geo O O B-org I-org O B-geo O O O O O O O O
6873,South Korea 's foreign minister says he thinks the six-party talks on North Korea 's nuclear ambitions may resume in February .,B-geo I-geo O O O O O O O O O O B-geo I-geo O O O O O O B-tim O
6874,"Tourism , financial services , subsistence farming , and cattle raising are other key sectors .",O O O O O O O O O O O O O O O O
6875,"World oil prices hit new record highs Wednesday , as experts worried about production problems that could disrupt output .",O O O O O O O B-tim O O O O O O O O O O O O
6876,The U.N. losses stemmed from Burma 's insistence that donors convert aid dollars into foreign exchange certificates with a value of $ 1 each .,O B-geo O O O B-geo O O O O O O O O O O O O O O O O O O O
6877,Jerusalem 's Hadassah hospital issued the update on Mr. Sharon 's condition Saturday evening after the end of the Jewish sabbath .,B-geo O B-art O O O O O B-per I-per O O B-tim I-tim O B-tim I-tim O O B-eve I-eve O
6878,"President Arroyo met last month with Burma 's leader , Lieutenant-General Soe Win , and expressed fear for Aung San Suu Kyi , who has been under house arrest since May , 2003 .",B-per I-per O O O O B-geo O O O O B-per I-per O O O O O B-geo I-geo I-geo I-geo O O O O O O O O B-tim I-tim I-tim O
6879,He said the meeting was the only time he was without his staff and no precautions were taken with regards to his food .,O O O O O O O O O O O O O O O O O O O O O O O O
6880,They say her bomb failed to go off at a wedding reception at the Radisson Hotel and that her husband made her leave before blowing himself up .,O O O O O O O O O O O O O O B-org I-org O O O O O O O O O O O O
6881,"A U.S. congressman in the Democratic Party says the recently unveiled shortfalls in care at a Washington , D.C. military hospital indicate a "" catastrophic failure of leadership "" by the Bush administration .",O B-geo O O O B-geo I-geo O O O O O O O O O B-geo O B-geo O O O O O O O O O O O O B-org O O
6882,"U.S. Secretary of State Condoleezza Rice has criticized Syria for creating instability in Lebanon , where a second politician was killed Tuesday .",B-org O O B-org B-per I-per O O B-geo O O O O B-geo O O O O O O O B-tim O
6883,"The department says Tai Shen Kuo , 58 , admitted in a Virginia court near Washington to a charge of conspiracy to deliver national defense information .",O O O B-per I-per I-per O O O O O O B-geo O O B-geo O O O O O O O O O O O
6884,"Analysts say with such a majority , pro-Chavez lawmakers could rewrite portions of the constitution , such as the clause that sets presidential term limits .",O O O O O O O O O O O O O O O O O O O O O O O O O O
6885,It says the victims were kidnapped Tuesday .,O O O O O O B-tim O
6886,The leaders of Australia and Japan have offered their full support to Britain in the aftermath of the deadly attacks on London 's transit system .,O O O B-geo O B-geo O O O O O O B-geo O O O O O O O O B-geo O O O O
6887,Suspected Islamic militants have attacked security forces on both sides of the Afghanistan - Pakistan border .,O O O O O O O O O O O O B-org I-org I-org O O
6888,The latest fighting began after Islamic rebels attacked an Ethiopian military base in Mogadishu .,O O O O O O O O O B-gpe O O O B-geo O
6889,"Also affected is the second-leg UEFA Cup game between Israeli club Betar Jerusalem and Dinamo Bucharest of Romania , which was scheduled to be held in Jerusalem on August 24 .",O O O O O B-org I-org O O B-gpe O B-org I-org I-org I-org I-org I-org I-org O O O O O O O O B-geo O B-tim I-tim O
6890,Prime Minister Benjamin Netanyahu told his Cabinet Sunday that the Israeli government does not need to provide funding to the performers taking part in the boycott .,B-per O B-per I-per O O O B-tim O O B-gpe O O O O O O O O O O O O O O O O
6891,"Leaders of Bahrain , Kuwait , Oman , Qatar and Saudi Arabia joined UAE officials in Abu Dhabi Sunday under tight security for the two-day meeting .",O B-org I-org I-org I-org I-org I-org I-org I-org I-org I-org I-org O B-org O O B-org I-org B-tim O O O O O B-tim O O
6892,"The spokesman says the information the officer passed on to Beijing dealt with the mainland and not Taiwan , and was non-essential .",O O O O O O O O O O B-geo O O O O O O B-geo O O O O O
6893,The militant group was blamed for an attack last month on security headquarters in southern Yemen that left 11 people dead .,O O O O O O O O O O O O O O O B-geo O O O O O O
6894,"The U.S. does not publicly acknowledge the attacks , which often are criticized by Pakistani officials as a violation of their country 's sovereignty .",O B-geo O O O O O O O O O O O O B-gpe O O O O O O O O O O
6895,"The West Bank - the larger of the two areas comprising the Palestinian territories - experienced a high single-digit economic growth rate in 2010 as a result of inflows of donor aid , the Palestinian Authority 's ( PA ) implementation of economic and security reforms , and the easing of some movement and access restrictions by the Israeli Government .",O B-org I-org I-org O O O O O O O O B-gpe O O O O O O O O O O B-tim O O O O O O O O O O B-gpe O O O B-org O O O O O O O O O O O O O O O O O O O B-gpe O O
6896,"There has been no claim of responsibility for the attack , the third against a mosque in India during the past year .",O O O O O O O O O O O O O O O O O B-geo O O B-tim O O
6897,The officials say the accident happened early Monday in the Askar refugee camp in the city of Nablus .,O O O O O O O B-tim O B-geo I-geo O O O O O O B-geo O
6898,Haiti is the Western Hemisphere 's poorest country and has been plagued by violence .,B-geo O O B-org I-org O O O O O O O O O O
6899,"Germany has 3,000 troops in Afghanistan in the largely peaceful north , but it has come under pressure to take a more active role in the war .",B-geo O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O
6900,Indian Prime Minister Manmohan Singh has also said India would never agree to redraw its borders to resolve the dispute over Kashmir .,B-gpe B-per O B-per I-per O O O B-geo O O O O O O O O O O O O B-geo O
6901,Japanese tourists predominate .,B-gpe O O O
6902,"Salvador 's song "" Dans mon Isle "" inspired the Brazilian musician Antonio Carlos Jobim , who borrowed the song 's innovative sense of timing and used it to create the bossa nova style .",B-per O O O B-org B-art I-art B-per O O B-gpe O B-per I-per I-per O O O O O O O O O O O O O O O O O O O O
6903,Afghanistan is the world 's largest producer of opium .,B-gpe O O O O O O O O O
6904,The son of Ambassador Samir Sumaidaie 's cousin was killed in June as U.S. Marines searched his home in western Iraq .,O O O B-org I-org I-org O O O O O B-tim O B-geo I-geo O O O O B-geo I-geo O
6905,Lopez Obrador also called for stepped up demonstrations on September 15th when outgoing Mexican President Vicente Fox is due to make an annual address to the nation .,B-per I-per O O O O O O O B-tim I-tim O O B-gpe B-per I-per I-per O O O O O O O O O O O
6906,"The British captured the island in 1810 , during the Napoleonic Wars .",O B-gpe O O O O B-tim O O O B-org I-org O
6907,"He is widely seen as a stand-in candidate for Gilchrist Olympio , an opposition leader who was barred from running in the poll because he has lived outside Togo since the 1990s .",O O O O O O O O O B-per I-per O O O O O O O O O O O O O O O O O B-per O O B-tim O
6908,Four Egyptian women died from bird flu last December .,O B-gpe O O O O O O B-tim O
6909,Taiwan says the measure is aimed at suppressing the island .,B-geo O O O O O O O O O O
6910,The international organization Doctors Without Borders is reporting that more than 900 people have died from cholera in Angola in just 10 weeks .,O O O B-org I-org I-org O O O O O O O O O O O O B-geo O O B-tim O O
6911,But opposition leaders have insisted that Mr. Karzai step down when his term expires in May and install a caretaker government .,O O O O O O B-per I-per O O O O O O O B-tim O O O O O O
6912,"U.N. Secretary-General Kofi Annan and Morocco 's King Mohamed , will join Spanish Prime Minister Jose Luis Rodriguez Zapatero - and the entire Spanish nation - for five minutes of silence at midday .",B-org I-org B-per I-per B-org I-org I-org I-org I-org O O O B-gpe B-per I-per I-per I-per I-per I-per I-per O O O B-gpe O O O O O O O O B-tim O
6913,"Muslim leaders in northern Nigeria suspended polio immunizations in late 2003 , claiming the U.N. health agency had supplied a vaccine that would cause sterility .",B-per O O O B-geo O O O O O B-tim O O O B-geo O O O O O O O O O O O
6914,The number two leader of the al-Qaida terror network has urged Muslims to oppose a referendum proposed by Palestinian President Mahmoud Abbas .,O O O O O O B-org O O O O O O O O O O O B-gpe B-per I-per I-per O
6915,It includes a government-run option for health insurance and extends coverage to an additional 36 million people .,O O O O O O O O O O O O O O O O O O
6916,Increased payments from SACU put Namibia 's budget into surplus in 2007 for the first time since independence .,O O O B-org O B-geo O O O O O B-tim O O O O O O O
6917,The meeting will coincide with a planned visit to the region by U.S. Secretary of State Condoleezza Rice .,O O O O O O O O O O O O B-geo O O B-org B-per I-per O
6918,"In a televised broadcast Sunday night , Bruce Golding said the measures would mostly be aimed at small businesses , manufacturing and the ailing tourism industry .",O O O O B-tim I-tim O B-per I-per O O O O O O O O O O O O O O O O O O
6919,"In revenge , the Serpent spat some of his poison into the man 's drinking-horn .",O O O O O O O O O O O O O O O O
6920,His opinion has wide influence among them .,O O O O O O O O
6921,"He added , "" This has nothing to do with Marty Ackerman and it is not designed , particularly , to take the company private . """,O O O O O O O O O O B-per I-per O O O O O O O O O O O O O O O
6922,"The U.S. military in Afghanistan says a mortar attack at a base in eastern Paktika province has killed two U.S. military personnel , with eight others wounded .",O B-geo O O B-geo O O O O O O O O B-geo I-geo O O O O B-geo O O O O O O O O
6923,"In response , Kazakhstan has embarked on an ambitious diversification program , aimed at developing targeted sectors like transport , pharmaceuticals , telecommunications , petrochemicals and food processing .",O O O B-per O O O O O O O O O O O O O O O O O O O O O O O O O
6924,The price for crude oil for future delivery went above $ 49 a barrel in New York .,O O O O O O O O O O O O O O O B-geo I-geo O
6925,"U.S. military officials in Afghanistan say coalition troops have killed three Taleban militants , including a top commander , during a firefight in southeastern Paktika province , near the Pakistani border .",B-geo O O O B-geo O O O O O O B-org O O O O O O O O O O O O B-geo O O O O B-gpe O O
6926,The government says it is extending the truce for another week in the hopes of starting formal peace talks by then .,O O O O O O O O O B-tim O O O O O O O O O O O O
6927,Pirates have continued to hijack vessels despite the presence of foreign naval patrols near Somalia .,O O O O O O O O O O O O O O B-geo O
6928,"Mirnyi , seeded eighth , also won in straight sets , but he had a more difficult time .",B-per O O O O O O O O O O O O O O O O O O
6929,"Growth remained strong in 2008 , when oil production peaked , but slowed in 2009 - 10 , as the price of oil and the production level fell .",O O O O B-tim O O O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O
6930,He did not elaborate .,O O O O O
6931,"The Taif agreement , which ended Lebanon 's civil war , committed Syria to move its troops to Lebanon 's Bekaa Valley ahead of later talks on a complete pullout .",O B-tim O O O O B-geo O O O O O B-geo O O O O O B-geo O B-geo I-geo O O O O O O O O O
6932,It said it will continue its humanitarian operations in Haiti .,O O O O O O O O O B-geo O
6933,"The ship has a 23-member crew from Egypt , Pakistan , Sri Lanka and India .",O O O O O O O B-geo O B-geo O B-geo I-geo O B-geo O
6934,High School Musical attracted 7.7 million viewers in 2006 .,O O O O O O O O B-tim O
6935,The former dictator was convicted in absentia .,O O O O O O O O
6936,Authorities want to ship the neutralized chemical to a New Jersey treatment plant before it is dumped into the Delaware River .,O O O O O O O O O B-geo I-geo O O O O O O O O B-geo I-geo O
6937,"Major fighting in Chechnya ended in 2001 , but violence remains common in the mostly Muslim region .",O O O B-geo O O B-tim O O O O O O O O O O O
6938,Benin reported its first suspected cases of bird flu on December 7th .,B-geo O O O O O O O O O B-tim I-tim O
6939,General Ivashov said former prime minister and foreign minister Yevgeny Primakov also will speak on Mr. Milosevic 's behalf in late November .,O B-org O O B-per O O O B-per I-per I-per O O O O B-per I-per O O O O B-tim O
6940,Filmyard is an investment group headed by Los Angeles construction magnate Ron Tutor .,B-org O O O O O O B-geo I-geo O O B-per I-per O
6941,No one has claimed responsibility for the bombing .,O O O O O O O O O
6942,The hotel will be the future headquarters of the UN peacekeeping forces in the country .,O O O O O O O O O B-org O O O O O O
6943,"He has pleaded not guilty to charges of aiding the enemy , conspiracy to commit war crimes and attempted murder while fighting alongside the Taleban .",O O O O O O O O O O O O O O O O O O O O O O O O B-org O
6944,China 's foreign ministry is urging its citizens not travel to Iraq in the wake of the recent kidnapping of eight Chinese nationals by Iraqi insurgents .,B-geo O O O O O O O O O O B-geo O O O O O O O O O B-gpe O O B-gpe O O
6945,Tuesday 's comments come one day before Russian President Vladimir Putin is to travel to Israel .,B-tim O O O O O O B-gpe B-per I-per I-per O O O O B-geo O
6946,Some international election monitors warn the government is threatening the fairness of the electoral process through unjustified arrests and intimidation .,O O O O O O O O O O O O O O O O O O O O O
6947,"Mrs. Hassan spent 30 years caring for Iraq 's poorest citizens , particularly children .",B-per I-per O B-tim O O O B-geo O O O O O O O
6948,"Since late 2004 , tripartite talks among Spain , the UK , and Gibraltar have been held with the aim of cooperatively resolving problems that affect the local population , and work continues on cooperation agreements in areas such as taxation and financial services ; communications and maritime security ; policy , legal and customs services ; environmental protection ; and education and visa services .",O O B-tim O O O O B-geo O O B-org O O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6949,Pope John Paul II - the leader of one billion Roman Catholics - has been limited in Holy Week activities this year as he recovers from a throat operation last month .,O B-per I-per I-per O O O O O O B-org I-org I-org O O O O B-org I-org O O O O O O O O O B-tim O O O
6950,The two met in the southern Egyptian city of Aswan Sunday .,O O O O O O B-gpe O O O B-tim O
6951,The tests mark the beginning of a 10-day Iranian military exercise that will also include drills in the Persian Gulf and Sea of Oman .,O O O O O O O B-tim B-gpe O O O O O O O O O B-geo I-geo O B-geo I-geo I-geo O
6952,Weather forecasters say Tropical Storm Rita could become a hurricane and move into the Gulf of Mexico south of New Orleans later this week .,O O O B-nat I-nat I-nat O O O O O O O O B-geo I-geo I-geo I-geo I-geo I-geo I-geo B-tim O O O
6953,"A top international economic organization says Turkey is "" at a crossroads "" , noting that the country has done much to enhance its economic stability , but needs to do more .",O O O O O O B-org O O O O O O O O O O O O O O O O O O O O O O O O O O
6954,Police then surrounded the building while tribesmen negotiated with the insurgents .,O O O O O O O O O O O O
6955,He was identified as a religious deserter from the army who refused to take part in the upcoming Israeli pullout of the Gaza Strip .,O O O O O O O O O O O O O O O O O O B-gpe O O O B-org I-org O
6956,Shuttle astronauts are more than half way through a record sixteen day construction mission to the International Space Station .,O O O O O O O O O O O O O O O O B-art I-art I-art O
6957,He says the trial demonstrates Iraq 's determination to hold Saddam and his co-defendants accountable for their crimes .,O O O O O B-geo O O O O B-per O O O O O O O O
6958,"Inspectors hope tests will prove whether traces of enriched uranium found in Iran came from the Pakistani equipment , as Tehran has argued , rather than from material produced at the Iranian site .",O O O O O O O O O O O O B-geo O O O B-gpe O O O B-org O O O O O O O O O O B-gpe O O
6959,Industry experts say poultry sales in the country have dropped by 70 percent since the deadly H5N1 strain of bird flu was reported in humans in Turkey late last month and killed three people - the first bird flu deaths outside Asia .,O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O B-geo O
6960,"In a White House statement released Friday , Mr. Bush said Ramadan is the holiest time of the Muslim year and an important holiday .",O O B-org I-org O O B-tim O B-per I-per O B-eve O O O O O O B-org O O O O O O
6961,U.S. seismologists say an earthquake with a magnitude of 6.8 has struck Guatemala .,B-geo O O O O O O O O O O O B-geo O
6962,The fast-growing on-line gaming sector of the industry could boost revenue by attracting larger audiences and holding them for a longer time .,O O O O O O O O O O O O O O O O O O O O O O O
6963,"The African Union says Sudan 's government is starting to withdraw troops from Darfur , heeding an A.U. demand to end fighting by Saturday .",O B-org I-org O B-gpe O O O O O O O O B-geo O O O B-geo O O O O O B-tim O
6964,Authorities say thousands of victims have yet to be reached .,O O O O O O O O O O O
6965,The United States issued a waiver to its immigration laws in May to allow many of the refugees to apply for resettlement in the U.S.,O B-geo I-geo O O O O O O O O B-tim O O O O O O O O O O O O B-geo
6966,But earlier this week China expressed regret for the intrusion .,O O O O B-geo O O O O O O
6967,"Last week , British prosecutors said they had seized bomb-making materials , suicide notes and martyrdom videos in the probe .",O O O B-gpe O O O O O O O O O O O O O O O O O
6968,"Taleban militants have attacked a convoy in southern Afghanistan , killing up to 13 Afghan guards and wounding others who worked for a private security firm .",B-org O O O O O O B-geo I-geo O O O O O B-gpe O O O O O O O O O O O O
6969,Haitian Prime Minister Gerard Latortue told the Associated Press the government acknowledged the final decision of the electoral council and saluted Mr. Preval 's election .,B-gpe B-per I-per I-per I-per O O B-org I-org O O O O O O O O O O O O B-per I-per O O O
6970,Venezuela 's defense minister says his country is considering building unmanned planes and may look to allied countries - such as Iran - for help .,B-gpe O O O O O O O O O O O O O O O O O O O O B-geo O O O O
6971,"The new measures carry out some recommendations made by the independent commission that investigated the September 11 , 2001 attacks on the United States .",O O O O O O O O O O O O O O O B-tim I-tim I-tim I-tim O O O B-geo I-geo O
6972,Both Russia and the United States sponsored the Middle East road map peace plan along with the European Union and United Nations .,O B-geo O O B-geo I-geo O B-geo I-geo I-geo O O O O O O O B-org I-org I-org I-org I-org O
6973,Mr. Kaczynski promised that Poland will adopt a new U.N. convention to protect the disabled .,B-per I-per O O B-geo O O O O B-geo O O O O O O
6974,"Mr. Aristide 's Miami-based lawyer , Ira Kurzban , says the allegations are politically motivated and have no basis in fact .",B-per I-per O O O O B-per I-per O O O O O O O O O O O O O O
6975,"The Bosnian Serb government has acknowledged that Bosnian Serb forces killed almost 8,000 Muslim men and boys in July 1995 , after overrunning the Muslim enclave of Srebrenica .",O B-gpe I-gpe O O O O B-gpe I-gpe O O O O O O O O O B-tim I-tim O O O O B-org O O B-tim O
6976,"Authorities warn the death toll could reach into the thousands , although fewer than 200 bodies have been found so far .",O O O O O O O O O O O O O O O O O O O O O O
6977,The Yemeni government arranged for his return .,O B-gpe O O O O O O
6978,Burma 's opposition leader Aung San Suu Kyi has been in some form of detention for 14 of the past 20 years .,B-geo O O O B-geo I-geo I-geo I-geo O O O O O O O O B-tim I-tim O B-tim I-tim O O
6979,"Earlier , an Israeli air strike killed a Hamas militant and wounded several other people in the northern town of Beit Hanoun .",O O O B-gpe O O O O B-org O O O O O O O O O O O B-org I-org O
6980,The British government already has tightened several anti-terrorism laws since four British Islamist suicide bombers killed 52 people on London 's transport network last July .,O B-gpe O O O O O O O O O B-gpe B-org O O O O O O B-geo O O O O B-tim O
6981,"The judge ruled in favor of three conservation groups , including Greenpeace , that claim the U.S. government delayed a decision on the polar bear issue to avoid addressing global warming .",O O O O O O O O O O O B-org O O O O B-geo O O O O O O O O O O O O O O O
6982,"South Korean Deputy Foreign Minister Song Min-soon will meet Saturday with Christopher Hill , the U.S. Ambassador to Seoul , and Kenichiro Sasae , the head of the Japanese Foreign Ministry 's Asia-Oceania bureau .",B-geo B-gpe O O B-per I-per I-per O O B-tim O B-per I-per O O B-org O O B-geo O O B-org I-org O O O O O B-gpe B-org I-org O O O O
6983,"The group is condemning Google 's move to obey Beijing 's restrictions on free speech , saying it will prohibit access to information about Tibet and other sensitive political issues .",O O O O B-org O O O O B-geo O O O O O O O O O O O O O O B-org O O O O O O
6984,"The strikes , which only materialized in the eastern state of West Bengal and the southwestern state of Kerala , shut down schools , shops , banks and disrupted some airline flights .",O O O O O O O O O O O B-geo I-geo O O O O O B-geo O O O O O O O O O O O O O O
6985,Ukraine 's health ministry Thursday said the Arctic cold has claimed at least 181 lives and led to more than 2000 hospitalizations since Saturday .,B-geo O O B-tim I-tim O O B-geo O O O O O O O O O O O O B-tim I-tim I-tim I-tim O
6986,The attacks took place near Bajaur where there has been heavy fighting between the military and militants since August .,O O O O O B-geo O O O O O O O O O O O B-tim I-tim O
6987,"Under Saddam Hussein , Iraq fought a devastating eight-year war with Iran , and more than a million people were killed .",O B-per I-per O B-geo O O O O O O B-geo O O O O O O O O O O
6988,Leaders of the Iraq Study Group have called on President Bush to implement all their recommendations about changing U.S. policy in Iraq .,O O O B-geo B-org I-org O O O B-per I-per O O O O O O O B-geo O O B-geo O
6989,"Calls for U.N. reform have increased in recent years , fueled in part by financial scandal in the Iraq oil-for-food program , and the U.S. decision to invade Iraq without Security Council approval .",O O B-geo O O O O B-tim O O O O O O O O O O B-geo O O O O O B-geo O O O B-geo O B-org I-org O O
6990,The latest record-low for the dollar follows speculation that Russia may increase the number of euros it holds in foreign currency reserves .,O O O O O O O O O B-geo O O O O O O O O O O O O O
6991,He identified the bomber as Kabul resident Sardar Mohammad .,O O O O O B-geo O B-per I-per O
6992,Egypt says 12 small Palestinian factions have agreed to Egyptian proposals for a truce with Israel in the Gaza Strip .,B-org O O O B-gpe O O O O B-gpe O O O O O B-geo O B-geo I-geo I-geo O
6993,"Chevron , the number two producer , is set to report earnings on October 28 .",B-per O O O O O O O O O O O O B-tim I-tim O
6994,A Lebanese prosecutor has charged a retired general and three other people with spying for Israel .,O B-gpe O O O O O O O O O O O O O B-geo O
6995,Denmark is a member of the European Union ( EU ) ; Danish legislation and regulations conform to EU standards on almost all issues .,B-gpe O O O O O B-org I-org O B-org O O B-gpe O O O O O B-org O O O O O O
6996,The French government said it had arrested suspected ETA miliatry leader Garikoitz Aspiazu Rubina along with a female colleague early Monday in the Pyrenees region near the border with Spain .,O B-gpe O O O O O O B-org O O B-org I-org I-org O O O O O O B-tim O O B-geo O O O O O B-geo O
6997,An Israeli human rights group says Israeli authorities have allowed Jewish settlers to seize more than 400 hectares of land from Palestinian farmers by extending security barriers .,O B-gpe O O O O B-gpe O O O O O O O O O O O O O O B-gpe O O O O O O
6998,"Hours earlier , Palestinian lawmakers voted to urge Palestinian Authority President Mahmoud Abbas to fire his cabinet for failing to stop fighting between Hamas militants and police .",O O O B-gpe O O O O B-gpe O B-per I-per I-per O O O O O O O O O O B-org O O O O
6999,"In another incident Saturday , suspected militants detonated a bomb near a military vehicle , wounding two soldiers .",O O O B-tim O O O O O O O O O O O O O O O
7000,"The military says one soldier was also wounded in the explosion that hit their combat patrol in the town of Balad , north of Baghdad , late Wednesday .",O O O O O O O O O O O O O O O O O O O O B-geo O O O B-geo O O B-tim O
7001,Authorities said the attack failed when two guards opened fire and the attack vehicles exploded .,O O O O O O O O O O O O O O O O
7002,Britain 's Queen Elizabeth sent a special radio message to her troops serving around the world expressing pride and gratitude .,B-geo O B-geo I-geo O O O O O O O O O O O O O O O O O
7003,They apparently were the first to be let go since a few hundred were granted freedom last Friday .,O O O O O O O O O O O O O O O O O B-tim O
7004,"Speaking on the U.S. television news program 60 Minutes , Cowell estimates his acts have sold more than 100 million records .",O O O B-geo O O O B-art I-art O B-per O O O O O O O O O O O
7005,"In a statement Friday , the military said 10 Marines were killed and 11 wounded Thursday while they patrolled the area on foot .",O O O B-tim O O O O B-tim B-per O O O O O B-tim O O O O O O O O
7006,"In 1991 , the mine was reopened .",O B-tim O O O O O O
7007,The secretary says the issue of human rights in China will be a long conversation over a long period of time .,O O O O O O O O O B-geo O O O O O O O O O O O O
7008,Pakistani cricket team captain Inzamam-ul-Haq and famous batsman Salman Butt were also on hand to share their expertise with Mr. Bush .,B-gpe O O O O O O O B-per I-per O O O O O O O O O B-per I-per O
7009,"The runner-up prize , The Grand Prix , was won by the French film Flanders .",O O O O B-org I-org I-org O O O O O B-gpe O B-art O
7010,Popularly-elected governors have served since 1948 .,O O O O B-tim I-tim O
7011,"The report said the boat was carrying nationals from Nigeria , Mali and Benin when it capsized .",O O O O O O O O O B-geo O B-geo O B-geo O O O O
7012,"He expressed confidence that Iran will achieve what he called "" its rights . """,O O O O B-geo O O O O O O O O O O
7013,The U.S. believes Iran is trying to build a nuclear weapon .,O B-geo O B-geo O O O O O O O O
7014,"Insurance companies were already reeling from Hurricane Katrina , which analysts say will cost the industry at least $ 40 billion .",O O O O O O O O O O O O O O O O O O O O O O
7015,The Beit Hanoun operation began soon after Israeli forces withdrew from Khan Younis after a three-day assault .,O B-org I-org O O O O B-gpe O O O B-per I-per O O B-tim O O
7016,Colonel Jordan is the highest-ranking officer to face criminal charges stemming from Abu Ghraib .,B-per I-per O O O O O O O O O O B-geo I-geo O
7017,Mr. Akayev fled Kyrgyzstan on March 24 after protesters stormed his office and the opposition seized power .,B-per B-org O B-org O B-tim I-tim O O O O O O O O O O O
7018,"But President Traian Basescu called the idea "" unacceptable . """,O B-per I-per I-per O O O O O O O
7019,"The Egyptian-born cleric , who gained international notoriety for his fiery sermons , has denied any role in terrorism .",O O O O O O O O O O O O O O O O O O O O
7020,"Those deaths were the first reported bird flu fatalities outside eastern Asia , where more than 70 infected people have died since 2003",O O O O O O O O O O O B-geo O O O O O O O O O B-tim I-tim
7021,"The Algerian , Djamel Mustafa was sentenced to five years in prison for his role in planning attacks and supporting a terrorist group .",O B-gpe O B-per I-per O O O O O O O O O O O O O O O O O O O
7022,The medicines attack the AIDS virus at different points in its replication cycle .,O O O O B-nat O O O O O O O O O
7023,Police say about 500 people from Poland and other countries across Europe were inside the facility attending a homing pigeon exhibition .,O O O O O O B-geo O O O O B-geo O O O O O O O O O O
7024,"After three decades as part of the UN Trust Territory of the Pacific under US administration , this westernmost cluster of the Caroline Islands opted for independence in 1978 rather than join the Federated States of Micronesia .",O O O O O O O B-org I-org I-org O O B-geo O B-geo O O O O O O O B-org I-org O O O O B-tim O O O O B-geo I-geo I-geo I-geo O
7025,"He says the riots started in block two of the prison , which houses more than 13 hundred of facility 's 2,000 inmates .",O O O O O O O O O O O O O O O O O O O O O O O O
7026,"Many analysts say the famine was not from natural causes , but instead was the result of government policies under Soviet dictator Josef Stalin .",O O O O O O O O O O O O O O O O O O O O O O B-per I-per O
7027,Zimbabwe is preparing to nullify thousands of legal challenges by white farmers who had their land seized under the country 's controversial land reform program .,B-org O O O O O O O O O O O O O O O O O O O O O O O O O
7028,Reuters news agency reports the engineer was in good health .,B-org O O O O O O O O O O
7029,Radio and TV Marti announced in December that it would pay to have its programming broadcast on Spanish-language stations in Miami that are received by illegal satellite dishes in Cuba .,O O O O O O B-tim O O O O O O O O O O O O O B-geo O O O O O O O O B-geo O
7030,"In another development , the Defense Department Monday announced plans for a fresh contingent of 92,000 troops to rotate into Iraq , starting by the middle of next year .",O O O O O B-org I-org B-tim O O O O O O O O O O O O B-geo O O O O O O O O O
7031,"Brad Delp was found dead March 9 , at his home in the northeastern state of New Hampshire .",B-per I-per O O O B-tim I-tim O O O O O O O O O B-geo I-geo O
7032,Iran says the rocket that it launched on February 4 is designed to carry the country 's first home-made satellite into orbit later this year .,B-geo O O O O O O O B-tim I-tim O O O O O O O O O O O O B-tim O O O
7033,Heather Mills plans to donate her appearance fee to the animal rights organization Viva .,B-per I-per O O O O O O O O O O O B-per O
7034,Mr. Ivanov made the announcement Friday at a military installation in the southern Russian city of Rostov-on-Don .,B-per I-per O O O B-tim O O O O O O O B-gpe O O B-geo O
